EVENTID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21,Extra_22,Extra_23,Extra_24,Extra_25,Extra_26,Extra_27,Extra_28,Extra_29,Extra_30,Extra_31,Extra_32,Extra_33,Extra_34,Extra_35,Extra_36,Extra_37,Extra_38,Extra_39,Extra_40,Extra_41,Extra_42,Extra_43,Extra_44,Extra_45,Extra_46,Extra_47,Extra_48,Extra_49,Extra_50,Extra_51,Extra_52,Extra_53,Extra_54,Extra_55,Extra_56,Extra_57,Extra_58,Extra_59,Extra_60,Extra_61,Extra_62,Extra_63,Extra_64,Extra_65,Extra_66,Extra_67,Extra_68,Extra_69,Extra_70,Extra_71,Extra_72,Extra_73,Extra_74,Extra_75,Extra_76,Extra_77,Extra_78,Extra_79,Extra_80,Extra_81,Extra_82,Extra_83,Extra_84,Extra_85,Extra_86,Extra_87,Extra_88,Extra_89,Extra_90,Extra_91,Extra_92,Extra_93,Extra_94,Extra_95,Extra_96,Extra_97,Extra_98,Extra_99,Extra_100,Extra_101,Extra_102,Extra_103,Extra_104,Extra_105,Extra_106,Extra_107,Extra_108,Extra_109,Extra_110
   902434,ke  ,ISC      ,14-04-1938,01:16:34.98, 23.2276,  94.4628,105.0,TRUE  ,PAS      ,MS    ,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   902472,ke  ,GUTE     ,06-05-1938,03:41:08   , 24.5000,  95.0000,100.0,      ,PAS      ,MS    ,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   902629,ke  ,ISC      ,16-08-1938,04:28:01.27, 22.7523,  93.9154,75.0,TRUE  ,ISC      ,MS    ,7.0,PAS      ,MS    , 7.2,ABE1     ,mB    , 7.2,P&S      ,Ms    , 7.0,ABE1     ,Ms    , 7.2,P&S      ,Mw    , 7.1,B&D      ,UK    , 7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   901993,ke  ,ISC      ,27-05-1939,03:45:46.51, 24.3996,  94.0825,65.7,TRUE  ,ISC      ,MS    ,5.9,PAS      ,MS    , 6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   902031,ke  ,GUTE     ,19-06-1939,21:56:40   , 23.5000,  94.0000,35.0,TRUE  ,PAS      ,MS    ,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   901329,ke  ,GUTE     ,11-05-1940,21:00:20   , 23.7500,  94.2500,80.0,      ,PAS      ,MS    ,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900628,ke  ,ISC      ,21-01-1941,12:41:46.09, 27.1659,  91.8596,15.0,TRUE  ,ISC      ,MS    ,6.6,PAS      ,MS    , 6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900633,ke  ,GUTE     ,27-01-1941,02:30:16   , 26.5000,  92.5000,180.0,      ,PAS      ,MS    ,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900674,ke  ,GUTE     ,23-02-1941,09:56:40   , 28.0000,  96.0000,90.0,      ,PAS      ,MS    ,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900812,ke  ,ISC      ,16-05-1941,07:14:36.79, 23.7137,  99.2474,25.0,TRUE  ,ISC      ,MS    ,7.0,PAS      ,MS    , 6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900819,ke  ,GUTE     ,22-05-1941,01:00:32   , 27.5000,  93.0000,35.0,TRUE  ,PAS      ,MS    ,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   901133,ke  ,ISC      ,26-12-1941,14:48:06.20, 22.4084,  99.8142,10.0,TRUE  ,ISC      ,MS    ,7.2,ABE1     ,mB    , 7.0,ABE1     ,Ms    , 7.0,B&D      ,UK    , 7.0,PAS      ,MS    , 7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   900054,ke  ,ISC      ,23-10-1943,17:23:21.12, 26.6373,  93.8518,15.0,TRUE  ,ISC      ,MS    ,7.2,PAS      ,MS    , 7.2,ABE1     ,mB    , 7.4,ABE1     ,Ms    , 7.2,P&S      ,Mw    , 7.1,GUTE     ,UK    , 7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   898579,ke  ,ISC      ,12-09-1946,15:17:23.85, 24.0536,  95.6662,15.0,TRUE  ,ISC      ,MS    ,7.9,PAS      ,MS    , 7.5,ABE1     ,mB    , 7.5,P&S      ,Mw    , 7.3,GUTE     ,UK    , 7.5,B&D      ,UK    , 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   898580,ke  ,ISC      ,12-09-1946,15:20:27.17, 23.3121,  95.5233,15.0,TRUE  ,PAS      ,MS    ,7.8,ABE1     ,mB    , 7.4,ABE1     ,Ms    , 7.8,P&S      ,Mw    , 7.7,GUTE     ,UK    , 7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895183,ke  ,ISC      ,02-02-1950,23:33:47.51, 21.9509,  99.9695,35.0,TRUE  ,ISC      ,MS    ,7.0,PAS      ,M     , 6.8,PAS      ,M     , 6.8,PAS      ,MS    , 7.0,PAS      ,M     , 6.8,ABE1     ,mB    , 6.8,ABE1     ,Ms    , 7.0,P&S      ,Mw    , 7.1,GUTE     ,UK    , 7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895184,ke  ,ISC      ,03-02-1950,02:51:55.19, 21.8145,  99.9832,35.0,TRUE  ,ISC      ,MS    ,6.7,PAS      ,M     , 6.5,PAS      ,M     , 6.5,PAS      ,M     , 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895689,fe  ,ISC      ,15-08-1950,21:42:22.02, 25.3428,  92.9443,25.0,TRUE  ,ISC      ,MS    ,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895693,ke  ,ISC      ,16-08-1950,06:42:05.22, 28.3804,  95.8944,25.0,TRUE  ,ISC      ,MS    ,6.2,PRA      ,M     , 6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895699,fe  ,ISC      ,16-08-1950,17:51:34.82, 27.4921,  92.8015,15.0,TRUE  ,ISC      ,MS    ,5.8,PRA      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895705,ke  ,ISC      ,16-08-1950,23:21:27.32, 26.8587,  96.9682,25.0,TRUE  ,ISC      ,MS    ,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895717,fe  ,ISC      ,18-08-1950,01:07:56.88, 29.2111,  95.8051,20.0,TRUE  ,ISC      ,MS    ,6.4,PAS      ,M     , 7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895741,ke  ,ISC      ,22-08-1950,13:22:25.03, 26.9916,  97.1715,25.0,TRUE  ,ISC      ,MS    ,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895745,ke  ,ISC      ,23-08-1950,15:34:02.87, 27.0484,  97.0197,25.0,TRUE  ,ISC      ,MS    ,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895747,ke  ,ISC      ,24-08-1950,01:27:53.25, 28.2492,  96.6719,25.0,TRUE  ,ISC      ,MS    ,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895756,ke  ,ISC      ,26-08-1950,06:33:12.52, 27.2325,  94.9646,25.0,TRUE  ,ISC      ,MS    ,6.1,STR      ,M     , 6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895825,fe  ,ISC      ,13-09-1950,11:07:41.11, 27.6048,  95.1330,25.0,TRUE  ,ISC      ,MS    ,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895878,ke  ,ISC      ,30-09-1950,07:29:00.05, 28.8732,  94.4095,20.0,TRUE  ,ISC      ,MS    ,6.3,PRA      ,M     , 6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895883,ke  ,ISC      ,03-10-1950,23:01:58.93, 27.1614,  97.5083,25.0,TRUE  ,ISC      ,MS    ,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   896235,ke  ,ISC      ,29-12-1950,22:35:23.86, 23.8537,  91.8439,15.0,TRUE  ,ISC      ,MS    ,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   894174,fe  ,ISC      ,12-03-1951,14:52:21.86, 27.9896,  94.6677,25.0,TRUE  ,ISC      ,MS    ,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   895050,ke  ,ISC      ,21-12-1951,08:37:33.30, 26.5789, 100.0133,27.5,TRUE  ,ISC      ,MS    ,6.3,STR      ,M     , 6.5,STR      ,M     , 6.5,STR      ,M     , 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   893046,ke  ,ISC      ,19-06-1952,12:12:58.93, 22.5653,  99.7973,10.0,TRUE  ,ISC      ,MS    ,6.7,PAS      ,M     , 6.5,PAS      ,M     , 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   893318,ke  ,ISC      ,25-08-1952,01:44:53.69, 28.1379,  93.9051,15.0,TRUE  ,ISC      ,MS    ,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   893871,ke  ,ISC      ,08-12-1952,15:09:30.26, 22.5468, 100.0021,15.0,TRUE  ,ISC      ,MS    ,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   890383,ke  ,ISC      ,23-02-1954,06:40:35.90, 27.6723,  91.6049,15.0,TRUE  ,ISC      ,MS    ,6.1,KIR      ,M     , 6.4,SHL      ,M     , 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   890450,ke  ,ISC      ,21-03-1954,23:42:16.01, 24.4471,  95.0584,183.9,TRUE  ,PAS      ,M     ,7.4,PAS      ,M     , 7.1,BJI      ,mb    , 7.4,ABE1     ,mB    , 7.4,ROTHE    ,Ms    , 7.4,B&D      ,UK    , 7.4,PAS      ,M     , 7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889348,ke  ,ISC      ,22-03-1955,06:14:13.21, 25.8275,  98.3375,60.0,TRUE  ,ISC      ,MS    ,5.8,KIR      ,M     , 6.5,KIR      ,M     , 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889493,ke  ,ISC      ,04-05-1955,00:17:00.56, 27.0514,  96.9272,15.0,TRUE  ,ISC      ,MS    ,5.7,KIR      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889849,ke  ,ISC      ,21-08-1955,16:04:07.02, 23.9798,  95.8426,15.0,TRUE  ,ISC      ,MS    ,5.6,SHL      ,M     , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889899,ke  ,CGS      ,08-09-1955,04:45:26   , 25.0000,  95.0000,150.0,      ,SHL      ,M     ,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   890164,ke  ,ISC      ,14-12-1955,10:51:52.00, 21.8191,  92.6564,35.0,TRUE  ,ISC      ,MS    ,6.1,KIR      ,M     , 6.2,KIR      ,M     , 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888015,ke  ,ISC      ,29-02-1956,20:51:21.74, 23.3022,  94.2762,52.7,TRUE  ,ISC      ,MS    ,6.1,ROM      ,M     , 6.1,ROM      ,M     , 6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888016,ke  ,ISC      ,29-02-1956,21:26:03.48, 23.4192,  93.9677,50.0,TRUE  ,UPP      ,M     ,6.0,KIR      ,M     , 6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888027,ke  ,ISC      ,03-03-1956,10:13:47.22, 23.3754,  94.2184,52.2,TRUE  ,SHL      ,M     ,5.3,MOS      ,M     , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888361,ke  ,ISC      ,12-06-1956,03:12:30.37, 25.0295,  90.8534,15.0,TRUE  ,SHL      ,M     ,5.8,MOS      ,M     , 5.2,MOS      ,M     , 5.2,SHL      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888470,ke  ,ISC      ,12-07-1956,15:01:30.47, 22.6540,  94.0503,90.0,TRUE  ,MOS      ,M     ,5.8,SHL      ,M     , 6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888485,ke  ,ISC      ,16-07-1956,15:07:12.32, 22.1785,  95.7813,34.3,TRUE  ,ISC      ,MS    ,7.0,SHL      ,M     , 6.5,ABE1     ,mB    , 6.8,ABE1     ,Ms    , 7.0,P&S      ,Mw    , 7.1,B&D      ,UK    , 7.0,PAS      ,M     , 7.0,PAS      ,M     , 7.0,PAS      ,M     , 7.0,MOS      ,M     , 6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888616,ke  ,ISC      ,22-08-1956,19:40:18.20, 27.9738,  95.2113,15.0,TRUE  ,ISC      ,MS    ,5.2,KIR      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   888707,ke  ,ISC      ,19-09-1956,23:47:50.38, 23.7406,  94.7043,114.9,TRUE  ,KIR      ,M     ,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889026,ke  ,ISC      ,21-12-1956,03:27:44.70, 26.6106,  96.2078,15.0,TRUE  ,ISC      ,MS    ,5.6,SHL      ,M     , 5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   889061,ke  ,ISC      ,30-12-1956,21:59:15.29, 23.3798,  94.1222,50.0,TRUE  ,MOS      ,M     ,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   886619,ke  ,ISC      ,28-05-1957,05:51:41.30, 25.5251,  95.0628,80.0,TRUE  ,MOS      ,M     ,5.2,UPP      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   886778,ke  ,ISC      ,01-07-1957,19:30:24.44, 24.3104,  93.8943,65.0,TRUE  ,ISC      ,MS    ,6.1,ROTHE    ,Ms    , 6.6,BJI      ,Ms    , 6.8,UPP      ,M     , 6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   883659,ke  ,ISC      ,06-01-1958,11:24:14.66, 25.6481,  96.8020,15.0,TRUE  ,ISC      ,MS    ,5.7,MAT      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   883816,ke  ,ISC      ,09-02-1958,09:31:09.07, 24.7523,  90.6874,25.0,TRUE  ,SHL      ,M     ,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   883833,ke  ,ISC      ,13-02-1958,00:11:38.66, 27.7011,  92.5600,15.0,TRUE  ,SHL      ,M     ,5.5,SHL      ,M     , 5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   884038,fe  ,ISC      ,22-03-1958,10:11:33.99, 23.5149,  93.8420,50.0,TRUE  ,ISC      ,MS    ,6.0,MAT      ,M     , 6.2,MAT      ,M     , 6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   881401,ke  ,ISC      ,14-02-1959,22:25:52.28, 27.6043,  96.4587,15.0,TRUE  ,ISC      ,MS    ,5.4,QUE      ,M     , 6.0,QUE      ,M     , 6.0,SHL      ,M     , 6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   881757,ke  ,ISC      ,09-04-1959,17:08:39.77, 25.6492,  94.7410,60.0,TRUE  ,MAT      ,M     ,5.1,MAT      ,M     , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   882077,ke  ,ISC      ,22-05-1959,08:31:13.07, 25.2964,  96.1717,35.0,TRUE  ,PEK      ,M     ,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   882083,ke  ,ISC      ,24-05-1959,11:28:22.14, 26.1467,  90.1901,20.0,TRUE  ,ISC      ,MS    ,5.0,PEK      ,M     , 5.0,PEK      ,M     , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   882745,ke  ,ISC      ,27-08-1959,23:53:17.91, 25.0860,  96.1271,35.0,TRUE  ,ISC      ,MS    ,5.4,MAT      ,M     , 5.6,MAT      ,M     , 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   883212,ke  ,ISC      ,02-11-1959,13:15:39.53, 21.5438,  92.4258,35.0,TRUE  ,ISC      ,MS    ,5.7,MAT      ,M     , 5.4,PEK      ,M     , 5.4,MAT      ,M     , 5.4,PEK      ,M     , 5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   877983,ke  ,ISC      ,11-01-1960,03:10:18.75, 16.0457,  95.8321,15.0,TRUE  ,UPP      ,M     ,5.8,MAT      ,M     , 5.8,KIR      ,M     , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   879273,ke  ,ISS      ,26-05-1960,20:05:07   , 26.8200,  92.6800,0.0,      ,MOS      ,M     ,5.0,MOS      ,M     , 5.0,MOS      ,M     , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   879928,ke  ,ISC      ,29-07-1960,10:42:47.59, 26.4881,  90.2971,15.0,TRUE  ,MAT      ,M     ,5.5,MOS      ,M     , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
